Fund House,Funds,NAV,Fund Type,Minimum SIP,Min_LumpSum,AUM,Returns (1Yr),Returns (3Yr),Returns (5Yr),Sharpe Ratio,Beta,Alpha 
HSBC Mutual Fund,HSBC Corporate Bond Fund-Reg(G),10.63,Debt Funds,500,5000,171.8,1.41,,,-1.02,0.27,-1.16
HSBC Mutual Fund,HSBC Debt Fund(G),35,Debt Funds,500,5000,40.6,-0.4,3.48,4.61,-1.19,0.72,-3.07
HSBC Mutual Fund,HSBC Equity Hybrid Fund-Reg(G),15.4,Hybrid Funds,500,5000,464.5,-7.27,12.01,,-0.65,0.91,-8.27
HSBC Mutual Fund,HSBC Flexi Cap Fund(G),127.78,Equity Funds,500,5000,405.5,-8.16,15.48,7.97,-0.44,1.02,-3
HSBC Mutual Fund,HSBC Flexi Debt Fund(G),28.77,Debt Funds,500,5000,54.6,0.36,3.66,4.66,-1.17,0.56,-2.32
HSBC Mutual Fund,HSBC Focused Equity Fund-Reg(G),15.89,Equity Funds,500,5000,531.3,-7.83,,,-0.41,1.04,-2.27
HSBC Mutual Fund,HSBC Global Emerging Markets Fund(G),15.15,Equity Funds,500,5000,10.3,-24.71,2.5,1.67,-1.71,0.15,-32.21
HSBC Mutual Fund,HSBC Global Equity Climate Change FoF-Reg(G),7.99,Equity Funds,500,5000,391.1,-24.74,,,-1.33,0.88,-33.21
HSBC Mutual Fund,HSBC Infra Equity Fund(G),27.07,Equity Funds,500,5000,116.7,1.14,21.49,2.5,0.06,0.87,6.02
HSBC Mutual Fund,HSBC Large & Mid Cap Equity Fund-Reg(G),15.65,Equity Funds,500,5000,494.3,-8.05,16.09,,-0.45,0.98,-3.18
HSBC Mutual Fund,HSBC Large Cap Equity Fund(G),316.75,Equity Funds,500,5000,754.1,-5.76,13.63,9.87,-0.33,1.01,-0.6
HSBC Mutual Fund,HSBC Low Duration Fund(G),17.03,Debt Funds,500,5000,189.2,3.17,3.38,2.73,0.85,0.1,0.53
HSBC Mutual Fund,HSBC Managed Solutions India-Conservative(G),17.52,Hybrid Funds,500,5000,38.1,0.37,5.07,4.83,-0.98,0.48,-2.27
HSBC Mutual Fund,HSBC Managed Solutions India-Growth(G),26.65,Hybrid Funds,500,5000,36.8,-5.23,14.18,8.85,-0.48,0.93,-6.93
HSBC Mutual Fund,HSBC Managed Solutions India-Moderate(G),24.36,Hybrid Funds,500,5000,63.2,-4.16,12.45,8.09,-0.53,0.82,-6.2
HSBC Mutual Fund,HSBC Mid Cap Fund-Reg(G),9.42,Equity Funds,500,5000,1100.3,-6.82,,,-0.42,0.85,-3.28
HSBC Mutual Fund,HSBC Overnight Fund-Reg(G),1135.35,Debt Funds,500,5000,1045.9,4.03,3.58,,5.26,,0.5
HSBC Mutual Fund,HSBC Regular Savings Fund(G),45.93,Hybrid Funds,500,5000,89.8,-1.51,6.67,5.54,-0.8,0.76,-3.73
HSBC Mutual Fund,HSBC Short Duration Fund(G),32.42,Debt Funds,500,5000,159.4,1.9,3.75,3.02,-0.84,0.21,-0.76
HSBC Mutual Fund,HSBC Small Cap Equity Fund(G),81.24,Equity Funds,500,5000,296.1,-14.12,22.45,6.9,-0.74,0.85,-10.51
HSBC Mutual Fund,HSBC Tax Saver Equity Fund(G),56.18,Tax Saving Funds,500,5000,188.4,-6.35,15.47,8.66,-0.34,1.02,-0.86
HSBC Mutual Fund,HSBC Ultra Short Duration Fund-Reg(G),1120.31,Debt Funds,500,5000,861.8,3.86,,,3.44,0.05,1.21
ICICI Prudential Mutual Fund,ICICI Pru All Seasons Bond Fund(G),29.91,Hybrid Funds,100,5000,5855.2,3.59,7.13,6.91,0.44,0.48,1.11
ICICI Prudential Mutual Fund,ICICI Pru Asset Allocator Fund(FOF)(G),81.81,Hybrid Funds,500,5000,17432.3,3.55,12.53,10.68,0.24,0.25,1.18
ICICI Prudential Mutual Fund,ICICI Pru Balanced Advantage Fund(G),51.99,Hybrid Funds,500,5000,42989.2,4.89,12.1,9.94,0.36,0.37,2.57
ICICI Prudential Mutual Fund,ICICI Pru Banking & Fin Serv Fund(G),86.55,Equity Funds,500,5000,5407.6,-4.01,11.05,7.89,-0.23,0.98,0.98
ICICI Prudential Mutual Fund,ICICI Pru Banking & PSU Debt Fund(G),26.76,Debt Funds,500,5000,7887.1,3.73,6.19,6.4,0.83,0.19,1.11
ICICI Prudential Mutual Fund,ICICI Pru Bharat 22 FOF-(G),15.81,Thematic Funds,500,5000,56.8,8.5,14.87,,0.51,0.35,10.11
ICICI Prudential Mutual Fund,ICICI Pru Bharat Consumption Fund(G),16.03,Thematic Funds,500,5000,1888,6.3,14.93,,0.31,0.65,7.91
ICICI Prudential Mutual Fund,ICICI Pru Bluechip Fund(G),67.11,Equity Funds,500,5000,32810,-1.27,16.04,11.67,-0.13,0.87,2.77
ICICI Prudential Mutual Fund,ICICI Pru Bond Fund(G),32.34,Debt Funds,500,5000,2432.4,2.19,5.82,6.1,-0.23,0.61,-0.33
ICICI Prudential Mutual Fund,ICICI Pru Business Cycle Fund(G),13.42,Thematic Funds,500,5000,4857.4,1.06,,,0.02,0.75,4.49
ICICI Prudential Mutual Fund,ICICI Pru Child Care Fund-Gift Plan,196.17,Hybrid Funds,500,5000,869.3,-0.05,12.12,9.3,-0.13,0.67,-1.18
ICICI Prudential Mutual Fund,ICICI Pru Commodities Fund(G),24.62,Thematic Funds,500,5000,715.4,-8.43,34.6,,-0.21,0.96,0.15
ICICI Prudential Mutual Fund,ICICI Pru Constant Maturity Gilt Fund(G),19.51,Debt Funds,500,5000,335.7,-0.03,5.48,7.13,-0.59,1.15,-2.37
ICICI Prudential Mutual Fund,ICICI Pru Corp Bond Fund(G),24.24,Debt Funds,100,5000,14781,3.84,6.42,6.83,0.97,0.23,1.23
ICICI Prudential Mutual Fund,ICICI Pru Credit Risk Fund(G),25.68,Debt Funds,500,5000,7903.2,4.48,7.26,7.18,1.43,0.23,1.92
ICICI Prudential Mutual Fund,ICICI Pru Debt Mgmt Fund(FOF)(G),36.51,Debt Funds,500,5000,150.4,3.01,6.04,6.36,0.23,0.33,0.5
ICICI Prudential Mutual Fund,ICICI Pru Dividend Yield Equity Fund(G),28.08,Equity Funds,500,5000,1109.3,1.44,21.39,9.84,0.08,0.8,5.72
ICICI Prudential Mutual Fund,ICICI Pru Equity & Debt Fund(G),234.01,Hybrid Funds,100,5000,20098.8,3.98,20.63,13.56,0.24,0.34,3.33
ICICI Prudential Mutual Fund,ICICI Pru Equity Savings Fund(G),17.66,Hybrid Funds,500,5000,4993.1,4.44,7.37,6.89,0.68,0.05,1.74
ICICI Prudential Mutual Fund,ICICI Pru Equity-Arbitrage Fund(G),28.45,Arbitrage Fund,500,5000,10980.6,3.82,4,4.89,1.16,-0.02,1.03
ICICI Prudential Mutual Fund,ICICI Pru ESG Fund(G),13.23,Thematic Funds,500,5000,1371.4,-8.15,,,-0.65,0.74,-5.7
ICICI Prudential Mutual Fund,ICICI Pru Exports & Services Fund(G),95.34,Thematic Funds,500,5000,1043.6,2.34,19.69,11.27,0.08,0.69,4.89
ICICI Prudential Mutual Fund,ICICI Pru Flexicap Fund(G),11.53,Equity Funds,500,5000,11706.2,3.99,,,0.15,0.82,6.96
ICICI Prudential Mutual Fund,ICICI Pru Floating Interest Fund(G),346.46,Debt Funds,500,5000,11106.4,3.07,5.98,6.4,0.3,0.13,0.45
ICICI Prudential Mutual Fund,ICICI Pru FMCG Fund(G),379.25,Equity Funds,500,5000,892.3,8.64,14.33,12.42,0.52,0.56,10.13
ICICI Prudential Mutual Fund,ICICI Pru Focused Equity Fund(G),50.43,Equity Funds,500,5000,3620,-1.41,20.31,12.4,-0.14,0.88,2.47
ICICI Prudential Mutual Fund,ICICI Pru Gilt Fund(G),82.79,Debt Funds,500,5000,2444.2,3.27,6.79,6.79,0.21,0.5,0.76
ICICI Prudential Mutual Fund,ICICI Pru Global Advantage Fund(FOF)(G),10.83,Equity Funds,500,5000,223.6,-23.18,1.29,,-2.23,0.46,-30.06
ICICI Prudential Mutual Fund,ICICI Pru Global Stable Equity Fund(FOF)(G),19.68,Equity Funds,500,5000,96.1,-4.19,7.03,7.46,-0.47,0.07,-7.36
ICICI Prudential Mutual Fund,ICICI Pru Gold ETF,44.1,Gold & Silver Funds,100,5000,3204.1,5.34,8.18,10.07,0.15,-0.4,1.81
ICICI Prudential Mutual Fund,ICICI Pru Income Optimizer Fund(FOF)(G),45.68,Fund of Funds,500,5000,267.1,3.86,8.53,7.8,0.42,0.25,1.36
ICICI Prudential Mutual Fund,ICICI Pru India Equity (FOF)(G),17.34,Fund of Funds,500,5000,58.6,-1.67,,,-0.14,0.67,-2.02
ICICI Prudential Mutual Fund,ICICI Pru India Opp Fund(G),19.43,Thematic Funds,500,5000,6006.1,5.58,24.82,,0.3,0.75,9.22
ICICI Prudential Mutual Fund,ICICI Pru Infrastructure Fund(G),92.8,Equity Funds,500,5000,2025.7,8.9,23.84,12.74,0.5,0.75,12.52
ICICI Prudential Mutual Fund,ICICI Pru Large & Mid Cap Fund(G),567.86,Equity Funds,500,5000,5681.1,0.91,21.04,12.41,0.02,0.89,5.22
ICICI Prudential Mutual Fund,ICICI Pru Liquid Fund(G),321.1,Liquid Funds,500,5000,39742,4.12,4,5.23,0.24,0.01,0.03
ICICI Prudential Mutual Fund,ICICI Pru Long Term Bond Fund(G),71.88,Debt Funds,500,5000,592.4,0.51,4.24,5.59,-0.5,1.21,-1.89
ICICI Prudential Mutual Fund,ICICI Pru LT Equity Fund (Tax Saving)(G),595.98,Tax Saving Funds,500,5000,9930.1,-5.03,17.16,12.61,-0.35,0.91,-0.96
ICICI Prudential Mutual Fund,ICICI Pru Manufacturing Fund(G),17.62,Fund of Funds,500,5000,615.8,-3.72,19.29,,-0.18,0.85,1.36
ICICI Prudential Mutual Fund,ICICI Pru Medium Term Bond Fund(G),36.41,Debt Funds,500,5000,6313.5,3.35,6.96,6.51,0.38,0.38,0.81
ICICI Prudential Mutual Fund,ICICI Pru Midcap Fund(G),166.84,Equity Funds,500,5000,3572.3,-1.99,22.18,11.42,-0.16,0.86,1.86
ICICI Prudential Mutual Fund,ICICI Pru MNC Fund(G),19.02,Equity Funds,500,5000,1329.2,-0.88,22.17,,-0.08,0.69,2.6
ICICI Prudential Mutual Fund,ICICI Pru Money Market Fund(G),311.22,Debt Funds,500,5000,11015.7,4.05,4.81,6,4.01,0.04,1.39
